ip,time,method,url,status,size,duration,referer,agent,class
94.68.17.139,2/21/2024 20:01,POST,/comment,200,4872,864,-,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1),normal
24.33.236.129,6/23/2024 9:07,POST,/upload,500,2569,4414,-,Mozilla/5.0 (Windows NT 6.2; ka-GE; rv:1.9.1.20) Gecko/3255-09-19 21:02:12.466545 Firefox/11.0,anomaly
200.252.75.224,3/4/2024 23:37,GET,/contact.html,403,1303,3515,http://miles.com/,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/48.0.829.0 Safari/535.0",normal
139.243.111.180,6/20/2024 18:56,POST,/contact.html,200,2635,4299,http://james.com/,"Mozilla/5.0 (iPad; CPU iPad OS 12_5_7 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/47.0.841.0 Mobile/14B354 Safari/531.0",anomaly
217.170.132.22,6/19/2024 14:13,POST,/login,500,1503,2505,https://www.hernandez-guerrero.com/,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1 rv:6.0; et-EE) AppleWebKit/531.1.1 (KHTML, like Gecko) Version/4.0 Safari/531.1.1",anomaly
189.244.101.201,3/30/2024 1:41,GET,/upload,200,3295,1087,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.1),anomaly
217.10.242.172,2/29/2024 15:30,POST,/admin,301,2512,532,-,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_4 rv:4.0; ka-GE) AppleWebKit/533.23.3 (KHTML, like Gecko) Version/4.0.5 Safari/533.23.3",anomaly
119.217.47.220,3/25/2024 9:51,POST,/index.html,200,1885,272,-,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0; rv:1.9.3.20) Gecko/5222-06-26 17:40:47.672607 Firefox/3.6.18,normal
163.180.41.230,1/22/2024 0:36,GET,/comment,403,4407,4207,-,Opera/9.16.(X11; Linux i686; rw-RW) Presto/2.9.185 Version/10.00,anomaly
125.225.137.37,5/29/2024 12:33,POST,/contact.html,301,2744,4684,-,Opera/9.83.(X11; Linux x86_64; ha-NG) Presto/2.9.164 Version/11.00,normal
11.59.182.111,6/30/2024 11:34,GET,/admin,404,1319,4039,http://mills-hernandez.org/,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.0),anomaly
49.134.120.26,4/5/2024 1:16,GET,/help,500,4957,1791,http://www.espinoza.com/,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_9; rv:1.9.3.20) Gecko/3660-12-07 22:52:58.121109 Firefox/3.6.8,normal
18.150.223.142,7/13/2024 22:32,POST,/profile,200,2250,3888,http://www.carter-perry.com/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; hy-AM) AppleWebKit/531.34.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.34.7",normal
16.173.71.42,3/25/2024 22:11,POST,/profile,301,3904,1907,https://www.madden.info/,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.33.5 (KHTML, like Gecko) Version/4.1 Safari/533.33.5",normal
221.111.249.57,4/11/2024 13:11,POST,/settings,500,3358,3240,https://rodgers-fletcher.com/,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/534.48.3 (KHTML, like Gecko) Version/4.0.1 Safari/534.48.3",normal
91.2.201.217,5/25/2024 15:47,POST,/contact.html,404,3881,2020,http://watson-robinson.com/,Opera/8.90.(Windows NT 6.1; el-CY) Presto/2.9.190 Version/11.00,normal
59.35.121.184,5/17/2024 18:10,POST,/admin,500,1263,4289,https://roberts.biz/,Opera/9.25.(X11; Linux x86_64; ast-ES) Presto/2.9.189 Version/10.00,normal
117.76.74.208,6/15/2024 8:51,POST,/upload,404,1145,4063,https://lamb.org/,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/4.0),anomaly
112.58.31.160,4/10/2024 19:54,POST,/upload,200,1369,3678,http://hoffman-lopez.net/,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.0),normal
106.204.101.249,2/3/2024 22:17,POST,/contact.html,404,178,4288,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.0),anomaly
167.16.157.193,6/15/2024 10:58,GET,/help,301,803,2985,-,Opera/8.55.(X11; Linux x86_64; ig-NG) Presto/2.9.177 Version/10.00,anomaly
122.55.245.55,6/30/2024 4:45,GET,/profile,200,4164,745,-,Mozilla/5.0 (Android 5.0.2; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,normal
183.213.110.14,2/24/2024 10:23,POST,/products,500,4678,1368,https://www.griffin.net/,Opera/9.95.(X11; Linux i686; th-TH) Presto/2.9.187 Version/12.00,normal
43.134.205.146,3/12/2024 20:53,POST,/help,404,2792,314,http://www.reilly-mccullough.com/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3; rv:1.9.3.20) Gecko/4372-05-08 07:06:55.995941 Firefox/3.8,anomaly
41.241.155.24,3/30/2024 14:21,POST,/comment,403,334,2931,-,Mozilla/5.0 (Android 7.1; Mobile; rv:13.0) Gecko/13.0 Firefox/13.0,anomaly
111.55.161.23,5/26/2024 5:52,POST,/contact.html,404,2597,4934,https://www.davis.info/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_9; rv:1.9.6.20) Gecko/2211-10-09 07:26:26.876985 Firefox/3.6.12,anomaly
204.122.222.216,2/24/2024 10:24,GET,/upload,404,2296,2205,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/3.1),normal
153.67.253.14,4/8/2024 17:35,POST,/products,404,3215,2677,-,Mozilla/5.0 (Windows NT 5.2; iu-CA; rv:1.9.2.20) Gecko/5788-05-24 14:48:47.556931 Firefox/3.6.5,normal
66.114.191.13,1/2/2024 3:03,GET,/login,301,198,3226,https://www.parker.biz/,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/7723-04-09 08:02:55.716461 Firefox/5.0,normal
148.90.185.141,3/29/2024 8:30,POST,/upload,200,214,1609,-,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/4100-06-23 14:36:39.242233 Firefox/3.6.18,anomaly
53.118.17.224,6/3/2024 10:01,POST,/profile,403,814,1951,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5 rv:4.0; mai-IN) AppleWebKit/532.15.7 (KHTML, like Gecko) Version/4.0.4 Safari/532.15.7",normal
64.192.139.77,5/21/2024 1:15,POST,/admin,404,2132,1658,http://www.simmons.com/,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.1),anomaly
154.48.182.58,6/3/2024 2:22,POST,/help,500,3858,1622,https://walton.com/,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_8; rv:1.9.2.20) Gecko/4079-02-12 10:14:39.186829 Firefox/3.8,anomaly
183.58.205.64,4/14/2024 13:14,POST,/login,403,2986,699,-,Mozilla/5.0 (Windows CE; fa-IR; rv:1.9.2.20) Gecko/5624-12-27 13:41:20.441971 Firefox/15.0,normal
133.30.120.84,5/13/2024 22:48,GET,/products,404,2324,3794,https://www.osborne.com/,Opera/9.65.(X11; Linux x86_64; it-IT) Presto/2.9.164 Version/11.00,normal
78.90.56.225,2/27/2024 2:40,POST,/login,404,1268,2158,http://www.fritz.net/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; apn-IN) AppleWebKit/531.23.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.23.3",normal
94.241.189.36,6/5/2024 18:09,GET,/admin,301,401,2947,http://mcgrath.biz/,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.0),anomaly
210.110.101.202,7/5/2024 5:14,GET,/settings,200,1094,798,-,"Mozilla/5.0 (iPad; CPU iPad OS 17_3_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/14.9i3561.0 Mobile/09Y890 Safari/535.0",anomaly
108.220.145.171,5/14/2024 6:09,POST,/index.html,301,2451,3306,-,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/3543-04-09 18:43:40.605431 Firefox/3.6.13,normal
3.35.217.82,4/3/2024 5:20,GET,/settings,301,925,2350,-,Mozilla/5.0 (Android 6.0; Mobile; rv:27.0) Gecko/27.0 Firefox/27.0,normal
55.171.83.25,7/1/2024 13:19,POST,/products,403,4655,1820,http://ponce.biz/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_7 rv:5.0; yue-HK) AppleWebKit/535.34.1 (KHTML, like Gecko) Version/4.1 Safari/535.34.1",normal
222.96.44.5,6/30/2024 1:10,POST,/profile,200,2086,4957,-,Opera/8.18.(Windows NT 6.0; mhr-RU) Presto/2.9.176 Version/10.00,normal
186.133.129.193,4/19/2024 21:24,GET,/help,301,677,4632,http://www.clark.com/,Mozilla/5.0 (Android 2.3.4; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,normal
99.52.205.229,3/13/2024 0:27,POST,/contact.html,200,395,2718,https://hebert.biz/,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/18.0.888.0 Mobile/46L228 Safari/531.2",normal
90.199.105.15,1/27/2024 9:45,GET,/help,200,4483,3571,-,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/12.9m8717.0 Mobile/20H486 Safari/531.2",normal
18.84.2.145,5/21/2024 1:30,GET,/profile,301,1302,1873,http://www.carter-hill.biz/,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),anomaly
184.61.192.70,1/24/2024 23:31,GET,/index.html,500,2476,2462,http://fields-kirk.com/,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),anomaly
78.73.227.58,6/2/2024 19:00,POST,/settings,403,4193,2178,-,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/19.0.824.0 Safari/532.1",anomaly
207.84.59.252,4/27/2024 23:55,GET,/help,500,3926,3836,https://www.munoz.com/,Opera/8.69.(X11; Linux i686; ja-JP) Presto/2.9.161 Version/12.00,normal
137.161.229.210,6/4/2024 17:42,GET,/contact.html,500,3055,1296,-,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.0),normal
5.24.16.24,4/24/2024 14:29,GET,/index.html,301,4751,962,-,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.39.3 (KHTML, like Gecko) Version/5.0 Safari/535.39.3",normal
141.108.130.11,1/12/2024 18:37,POST,/settings,403,3253,3496,-,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.1),anomaly
105.213.70.173,6/23/2024 15:22,GET,/contact.html,404,2848,1561,http://lopez.com/,Opera/8.58.(X11; Linux i686; th-TH) Presto/2.9.183 Version/12.00,normal
19.189.204.76,4/18/2024 20:41,POST,/comment,500,1099,1301,https://www.collins.com/,"Mozilla/5.0 (Windows 95) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/23.0.897.0 Safari/535.2",anomaly
128.30.146.206,2/19/2024 1:24,POST,/login,404,872,3603,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/37.0.821.0 Safari/536.2",anomaly
201.206.111.213,4/14/2024 22:23,POST,/index.html,404,90,2507,-,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/50.0.810.0 Safari/536.2",normal
67.158.213.225,6/28/2024 12:28,GET,/help,404,2750,3966,-,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),normal
76.128.136.175,5/1/2024 16:20,POST,/login,403,3513,1105,https://donaldson-baker.info/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/46.0.882.0 Safari/534.2",normal
150.23.94.23,5/30/2024 16:35,POST,/products,403,1517,854,https://www.tran.com/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.0),normal
44.166.20.50,2/24/2024 18:01,POST,/products,404,1788,1901,http://morris-thompson.biz/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/17.0.863.0 Safari/533.1",normal
38.150.155.71,6/21/2024 5:20,GET,/contact.html,301,4650,516,https://www.watson.com/,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/47.0.893.0 Safari/534.0",normal
164.247.145.187,7/13/2024 16:32,GET,/profile,301,2128,2051,http://www.gutierrez.com/,Opera/8.70.(X11; Linux x86_64; lv-LV) Presto/2.9.188 Version/11.00,anomaly
65.171.159.158,7/12/2024 21:40,POST,/index.html,200,1443,3327,https://perkins.com/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/27.0.858.0 Safari/535.2",normal
43.255.123.191,6/18/2024 20:18,POST,/contact.html,200,4953,3638,-,Opera/8.43.(X11; Linux x86_64; tn-ZA) Presto/2.9.166 Version/11.00,anomaly
156.203.63.116,2/5/2024 13:43,GET,/settings,500,1945,3775,-,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/43.0.819.0 Safari/535.2",anomaly
159.0.102.202,5/11/2024 13:42,GET,/settings,403,2386,1740,http://roberson.org/,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/16.2e5616.0 Mobile/92Y649 Safari/536.2",normal
51.141.176.118,2/6/2024 20:15,POST,/profile,403,4150,1932,https://www.atkinson.biz/,Opera/8.41.(Windows 98; lzh-TW) Presto/2.9.165 Version/11.00,anomaly
91.31.149.159,4/20/2024 4:03,GET,/admin,500,2208,3171,-,Mozilla/5.0 (Android 2.2.3; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,anomaly
15.183.30.159,4/16/2024 8:36,GET,/settings,500,1184,3451,-,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.1),anomaly
73.38.141.192,6/21/2024 21:58,GET,/index.html,403,4894,1836,https://www.gomez-sanchez.com/,Opera/9.79.(X11; Linux i686; byn-ER) Presto/2.9.160 Version/12.00,normal
109.2.244.84,4/7/2024 21:25,POST,/comment,301,2038,4048,http://henry-wells.org/,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_7; rv:1.9.6.20) Gecko/7002-02-03 13:06:14.450653 Firefox/9.0,anomaly
26.119.163.20,6/2/2024 8:27,POST,/settings,200,1799,4328,http://www.bradford-reyes.net/,Opera/9.63.(X11; Linux x86_64; ar-SO) Presto/2.9.169 Version/12.00,anomaly
146.65.80.8,3/21/2024 13:17,GET,/index.html,403,3073,1718,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.1),normal
189.21.124.46,5/27/2024 8:24,GET,/index.html,500,2927,3963,https://www.smith-reilly.com/,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.1),anomaly
78.165.105.204,6/22/2024 13:12,GET,/login,403,1846,749,-,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/19.0.808.0 Safari/532.2",normal
160.130.135.250,4/7/2024 11:46,POST,/products,403,4026,584,-,Opera/9.51.(Windows 95; mg-MG) Presto/2.9.188 Version/12.00,anomaly
209.242.250.156,3/11/2024 2:57,GET,/admin,500,1074,4725,https://poole.com/,"Mozilla/5.0 (Windows CE) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/18.0.876.0 Safari/533.0",anomaly
100.0.47.206,5/29/2024 4:38,POST,/comment,500,4256,565,-,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_1 rv:3.0; doi-IN) AppleWebKit/534.24.7 (KHTML, like Gecko) Version/4.1 Safari/534.24.7",normal
166.103.57.160,1/28/2024 10:58,GET,/settings,200,3315,241,-,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.1),normal
136.197.121.65,7/10/2024 6:07,POST,/upload,404,1629,4625,https://www.wise.biz/,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.863.0 Safari/534.0",normal
214.247.9.17,5/3/2024 7:46,GET,/admin,200,177,4745,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),normal
26.83.61.59,5/2/2024 14:03,POST,/upload,301,1358,3342,-,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.0),normal
66.166.121.246,6/16/2024 9:19,POST,/profile,200,259,4836,http://www.ortega.com/,Opera/8.22.(Windows NT 11.0; ce-RU) Presto/2.9.177 Version/12.00,anomaly
27.240.41.7,6/29/2024 22:44,POST,/login,200,2375,4453,https://johnson.com/,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_2 rv:2.0; el-CY) AppleWebKit/531.15.5 (KHTML, like Gecko) Version/5.0 Safari/531.15.5",anomaly
54.237.5.137,3/7/2024 7:12,POST,/login,500,4476,2713,-,Mozilla/5.0 (Windows 98; an-ES; rv:1.9.1.20) Gecko/6503-12-21 09:33:24.988647 Firefox/3.8,normal
98.40.157.10,3/14/2024 0:52,POST,/upload,301,472,2606,https://martin.biz/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/24.0.812.0 Safari/532.0",normal
189.111.245.254,4/22/2024 0:59,GET,/profile,404,2231,4885,http://www.porter-potter.com/,Opera/8.50.(Windows NT 5.1; bho-IN) Presto/2.9.175 Version/11.00,normal
32.212.201.181,3/15/2024 5:52,GET,/login,301,2412,1788,-,Opera/9.18.(X11; Linux x86_64; sd-IN) Presto/2.9.190 Version/11.00,normal
157.52.137.159,6/29/2024 14:33,GET,/admin,301,627,4764,http://gonzalez.net/,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.1),normal
43.254.42.124,4/18/2024 5:06,POST,/comment,500,2371,4253,https://arroyo.com/,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_9) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/54.0.883.0 Safari/535.1",normal
37.165.34.214,5/14/2024 3:49,POST,/admin,200,2482,1033,https://www.ramirez.org/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9 rv:2.0; hr-HR) AppleWebKit/534.17.1 (KHTML, like Gecko) Version/4.0.5 Safari/534.17.1",anomaly
19.191.80.143,5/12/2024 16:40,POST,/comment,200,958,4282,http://www.weber-cook.com/,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/9.6r4457.0 Mobile/53M209 Safari/535.2",anomaly
197.217.11.251,2/15/2024 2:18,POST,/index.html,200,4534,3027,http://www.keith.net/,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6 rv:3.0; uk-UA) AppleWebKit/534.37.2 (KHTML, like Gecko) Version/5.1 Safari/534.37.2",normal
19.163.243.57,6/22/2024 7:56,POST,/index.html,301,4874,1451,https://huerta-lucas.com/,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/5.0),normal
64.155.239.183,5/4/2024 10:07,GET,/login,301,1502,675,http://clark.com/,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/8669-06-06 18:55:51.369232 Firefox/3.8,normal
58.12.170.35,6/16/2024 19:02,POST,/admin,403,2437,4730,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.1),anomaly
53.13.36.197,6/10/2024 2:53,POST,/products,404,2630,2359,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; cv-RU) AppleWebKit/531.32.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.32.2",anomaly
135.132.53.46,6/17/2024 22:01,POST,/login,200,1712,3617,-,Mozilla/5.0 (Android 4.2; Mobile; rv:16.0) Gecko/16.0 Firefox/16.0,normal
153.250.247.205,7/10/2024 0:58,POST,/index.html,500,4339,2244,-,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_6 rv:5.0; fa-IR) AppleWebKit/533.45.7 (KHTML, like Gecko) Version/5.0.3 Safari/533.45.7",anomaly
108.10.207.178,6/22/2024 17:49,GET,/comment,200,1058,4044,-,Opera/9.22.(X11; Linux x86_64; ka-GE) Presto/2.9.179 Version/12.00,anomaly
36.184.108.165,3/5/2024 11:23,GET,/comment,301,693,585,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; sq-ML) AppleWebKit/533.41.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.41.2",anomaly
54.135.163.130,2/24/2024 9:28,POST,/profile,500,90,349,https://www.turner.com/,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7633-07-01 06:34:07.152039 Firefox/3.6.6,normal
92.225.211.155,2/25/2024 15:55,GET,/profile,403,1986,1685,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.1),anomaly
131.71.248.49,5/21/2024 19:06,GET,/upload,301,693,4895,http://www.may.net/,Opera/9.82.(X11; Linux i686; ky-KG) Presto/2.9.166 Version/12.00,normal
211.77.207.122,2/5/2024 20:24,GET,/products,404,3360,4083,http://www.gregory.biz/,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),normal
49.149.204.51,6/4/2024 18:35,POST,/help,200,4270,2376,-,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.9.6 (KHTML, like Gecko) Version/4.1 Safari/531.9.6",normal
21.224.49.209,5/12/2024 9:14,GET,/products,500,456,982,-,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/5.0),anomaly
205.161.93.119,6/10/2024 9:39,GET,/admin,200,2258,875,-,"Mozilla/5.0 (iPad; CPU iPad OS 8_4_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/11.8i7813.0 Mobile/92O954 Safari/535.2",normal
28.113.40.40,2/7/2024 12:34,POST,/admin,404,2592,2141,-,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.44.7 (KHTML, like Gecko) Version/5.1 Safari/532.44.7",anomaly
55.251.120.27,2/25/2024 2:07,POST,/profile,500,4481,4598,-,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.0),anomaly
168.128.241.146,2/19/2024 16:53,POST,/products,403,3211,3973,http://www.fowler.net/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_2 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/15.6u3591.0 Mobile/70U157 Safari/535.2",normal
212.134.123.205,6/2/2024 3:48,GET,/settings,403,1297,2065,https://www.marquez-martin.com/,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/533.36.3 (KHTML, like Gecko) Version/5.0.2 Safari/533.36.3",anomaly
63.105.54.200,4/1/2024 3:51,POST,/login,200,2726,958,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/29.0.810.0 Mobile/29X771 Safari/533.1",anomaly
216.128.194.237,5/29/2024 21:59,POST,/login,404,2915,2998,https://turner-mendez.biz/,Mozilla/5.0 (Windows NT 6.2; tcy-IN; rv:1.9.1.20) Gecko/5981-11-11 17:13:29.473099 Firefox/3.8,anomaly
207.248.179.17,3/23/2024 23:21,POST,/help,403,1898,3213,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.0),anomaly
202.119.82.66,4/20/2024 19:12,GET,/products,403,2744,190,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.0),anomaly
52.18.201.245,2/27/2024 14:11,POST,/index.html,200,556,4476,http://www.leonard.org/,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/48.0.889.0 Mobile/36Z017 Safari/532.2",anomaly
70.206.60.201,2/14/2024 1:41,POST,/comment,301,3529,4193,https://www.stanton.info/,Mozilla/5.0 (Android 3.2.2; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,anomaly
189.136.164.5,7/1/2024 19:53,GET,/login,500,2607,4624,http://www.powers.net/,Opera/8.46.(Windows NT 5.01; fo-FO) Presto/2.9.187 Version/10.00,anomaly
184.159.74.194,2/16/2024 20:53,GET,/index.html,301,1498,2385,https://www.roman.com/,Opera/9.64.(X11; Linux x86_64; hu-HU) Presto/2.9.164 Version/12.00,anomaly
60.49.153.188,3/23/2024 15:05,GET,/contact.html,200,4898,636,-,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_7; rv:1.9.6.20) Gecko/2906-12-26 08:23:02.104698 Firefox/15.0,normal
29.126.214.227,3/9/2024 11:21,GET,/comment,403,1640,3450,http://johnson.org/,Opera/8.80.(Windows NT 5.01; cmn-TW) Presto/2.9.169 Version/11.00,anomaly
44.232.221.189,4/24/2024 18:49,POST,/admin,403,3796,1217,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.1),normal
114.121.191.169,2/8/2024 13:46,POST,/settings,403,4078,2393,-,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/19.0.880.0 Mobile/08V795 Safari/536.0",anomaly
96.17.118.39,1/9/2024 15:47,POST,/products,200,366,2498,-,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4356-04-06 06:56:49.348206 Firefox/9.0,anomaly
168.163.45.148,2/2/2024 8:43,POST,/login,404,4630,3107,-,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1 rv:3.0; it-CH) AppleWebKit/535.4.1 (KHTML, like Gecko) Version/4.1 Safari/535.4.1",normal
92.187.82.66,3/11/2024 16:33,POST,/login,301,4892,132,-,Opera/9.79.(Windows NT 6.2; gv-GB) Presto/2.9.168 Version/12.00,anomaly
111.199.151.26,2/15/2024 18:05,GET,/upload,404,4290,1531,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; bo-CN) AppleWebKit/534.23.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.23.1",anomaly
96.49.217.172,3/12/2024 6:03,GET,/index.html,403,3883,1762,https://www.lopez.biz/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_0 rv:5.0; sv-FI) AppleWebKit/532.20.2 (KHTML, like Gecko) Version/5.0.2 Safari/532.20.2",anomaly
214.208.158.83,3/23/2024 18:06,GET,/index.html,500,1711,1174,http://www.jackson.com/,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.40.5 (KHTML, like Gecko) Version/5.0 Safari/533.40.5",anomaly
97.237.67.241,5/6/2024 16:02,GET,/settings,404,3627,3315,http://www.mcdonald.com/,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0),normal
40.222.31.102,5/10/2024 6:16,GET,/admin,404,697,3034,https://www.soto.com/,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.0),normal
